schema_version,run_id,scan_date,scan_time,scan_timestamp,ticker,company,sector,subsector,exchange,strategy,recommendation,signals_today,confidence,rank_score,portfolio_rank,regime_today,open,high,low,close,cmp,volume,opportunity_score,risk_score,trend_score,momentum_score,volume_score,quality_score,institutional_score,alpha_score,execution_score,portfolio_fit_score,composite_score,recommendation_score,above_200dma,above_50dma,accumulation_score,atr,atr_adjusted_return,atr_pct,atr_points,atr_risk_multiple,avg20_volume,avg_days,avg_loss_%,avg_win_%,bottom_10_percent,breakout_strength,bt_from,bt_to,cagr_%,cagr_%_pct,cagr_score,candle_range,candle_range_%,capital_efficiency,confidence_pct,confidence_quality,confidence_score,confidence_weighted_return,consistency_quality,conviction_momentum,cut_exits,day_chg_%,distribution_risk,downside_exposure_pct,drawdown_score,entry,entry_distance_pct,entry_ref,exp_per_day_%,expectancy,expectancy_pct,expectancy_score,expected_return_pct,expected_return_points,gap_%,hist_trades,institutional_decile,institutional_grade,institutional_participation,institutional_percentile,institutional_quintile,institutional_rank,limit_price,liquidity_efficiency,liquidity_quality,liquidity_score,max_consecutive_losses,max_drawdown_%,max_drawdown_%_pct,momentum_acceleration,momentum_band,momentum_decile,momentum_efficiency,momentum_persistence,momentum_quality,momentum_quintile,momentum_trend_ratio,opportunity_efficiency,opportunity_quality,participation_score,pct_from_200dma,pct_from_20dma,pct_from_50dma,profit_factor,profit_factor_pct,profit_factor_score,quality_band,quality_decile,quality_quintile,recommendation_band,recovery_factor,recovery_factor_pct,recovery_score,relative_momentum,relative_strength,relative_strength_pct,relative_strength_score,remaining_upside_pct,remarks,return_per_day_pct,return_to_atr_ratio,reward_quality,reward_risk_ratio,reward_risk_ratio_pct,reward_risk_score,risk_adjusted_return,risk_decile,risk_pct,risk_per_day_pct,risk_points,risk_quality,risk_quintile,risk_reward,roc,roc_strength,rsi,rsi_strength,rsi_trend_score,seq_trades,signal_date,stability_quality,status,stop_cushion_pct,stop_hit_pct,stop_hits,stop_loss,stop_loss_buffer,target,target_completion_pct,target_hit_pct,target_hits,target_hold_days,target_stop_distance_ratio,time_exits,time_loss,time_pct,time_win,top_10_percent,top_decile,top_quintile,total_return_sum_%,trade_history_score,trade_status,trail_exits,trail_pct,trend_alignment,trend_conviction,trend_decile,trend_quality,trend_quintile,trend_strength,turnover_quality,volatility_efficiency,volume_band,volume_conviction,volume_decile,volume_efficiency,volume_quintile,volume_ratio,volume_strength,win_rate,win_rate_pct,win_rate_score,yahoo,years
1.0.0,20260803_120930,2026-08-03,12:09:30,2026-08-03 12:09:30.376692,SAIL,,Metals & Mining,,NSE,PASS_combined,HOLD,False,0.0,9.44,,,170.6,172.7,169.89,169.98,169.98,4273142,51.06,32.15,42.28,54.54,29.42,41.65,46.92,55.65,31.89,43.77,50.19,45.9065,True,False,1.4883,4.87,3.9965,2.87,4.87,2.0,13061353,6.6,-4.79,7.89,False,8.25,2018-01-01,2026-08-03,-26.01,13.636363636363637,0.0,2.81,1.65,0.1147,27.27272727272727,0.0,0.0,0.0,18.568,0.0,0,0.56,2.1579,5.736,0.0,169.98,0.0,169.97999572753906,-0.043,-0.28,40.909090909090914,0.0,11.47,19.5,0.93,453,5,C,32.765,45.4545,3,13,,13.1938,49.88,70.34,21,-91.32,90.9090909090909,1.5714,Average,6,3.9972,0.165,0.5931,3,1.5714,1.9983,41.605,0.0,6.7,2.87,-3.75,0.91,40.909090909090914,0.0,Average,6,3,Average,2.0,25.0,0.0,0.0,-8.63,22.727272727272727,28.4,11.4719,limited history: 8.6y (<10y) - lower confidence,1.2744,3.9965,51.86,1.65,68.18181818181817,55.0,1.9981,2,5.74,0.6378,9.75,52.92,1,1.65,4.51,53.56,52.81,72.82,82.025,127,,10.9251,ok,5.736,64.0,290,160.23,9.75,189.48,0.0,29.4,133,9.0,2.0,0,0,0.0,0,False,False,False,-128.73,100.0,WATCH,30,6.6,1,44.943,4,48.41,2,50.0,6.5238,0.6963,Weak,0.0,6,34.7576,3,0.33,15.43,35.5,31.818181818181817,50.7,SAIL,8.6
1.0.0,20260803_120930,2026-08-03,12:09:30,2026-08-03 12:09:30.376692,SUZLON,,Capital Goods,,NSE,PASS_combined,WATCH,False,6.13,24.53,,,48.2,49.09,48.08,49.03,49.03,28720711,73.89,66.34,0.21,14.24,43.08,44.28,52.32,34.87,74.38,74.81,65.4,62.5905,False,False,-3.1365,1.57,3.9969,3.2,1.57,1.9938,70761642,5.3,-5.97,9.46,False,0.0,2018-01-01,2026-08-03,-22.41,22.727272727272727,0.0,1.01,2.06,0.1279,81.81818181818183,32.5,61.3,0.784,24.929,-0.0287,0,2.12,2.2695,6.3838,0.0,49.03,0.0,49.02999877929688,0.148,0.78,77.27272727272727,15.6,12.79,6.27,0.4,528,7,B,56.584,68.1818,4,8,,17.5929,71.54,100.0,8,-88.89,86.36363636363636,-2.3906,Very Weak,1,3.9963,0.0,0.5415,1,-2.3906,2.0047,70.115,1.3964,-4.53,-5.18,-10.25,1.23,68.18181818181817,11.5,Average,6,3,Strong,2.0032,47.72727272727273,0.0,-0.4689,-9.74,18.181818181818183,25.6,12.7881,limited history: 8.6y (<10y) - lower confidence,1.8271,3.9969,68.12,1.58,50.0,52.7,2.0047,10,6.38,0.9114,3.13,49.22,5,1.58,-7.65,0.0,35.59,0.0,38.975,168,,0.05,ok,6.3838,55.9,295,45.9,3.13,55.3,0.0,38.8,205,7.0,2.0032,0,0,0.0,0,False,False,False,412.02,100.0,WATCH,28,5.3,0,2.278,1,7.225,1,0.0,0.0478,0.6265,Average,0.0251,10,31.1951,5,0.41,22.78,43.8,86.36363636363636,62.6,SUZLON,8.6
1.0.0,20260803_120930,2026-08-03,12:09:30,2026-08-03 12:09:30.376692,TMPV,,Automobile and Auto Components,,NSE,PASS_combined,AVOID,False,1.6,17.83,,,344.5,350.35,343.5,349.0,349.0,7863384,20.61,45.67,17.18,63.38,33.59,34.48,43.24,36.89,47.26,38.53,42.7,38.188,False,False,3.5435,7.78,4.0,2.23,7.78,2.0,8298218,8.1,-3.88,6.35,False,0.0,2018-01-01,2026-08-03,-19.91,45.45454545454545,0.0,6.85,1.96,0.0892,59.09090909090909,8.48,16.0,0.1427,16.112,0.001,0,2.72,1.1436,4.4585,0.0,349.0,0.0,349.0,0.041,0.34,63.63636363636363,6.8,8.92,31.12,1.4,514,5,C,56.546,40.9091,3,14,,6.3808,57.14,80.69,10,-81.94,72.72727272727273,1.6726,Strong,9,3.9986,0.0,0.7323,5,1.6726,2.0,33.14,1.1587,-2.04,4.64,-2.07,1.15,63.63636363636363,7.5,Weak,3,2,Weak,2.0,11.363636363636363,0.0,0.0597,-1.75,40.909090909090914,45.6,8.9169,limited history: 8.6y (<10y) - lower confidence,0.6862,4.0,20.46,1.64,63.63636363636363,54.7,2.0,8,4.46,0.3431,15.56,52.39,4,1.64,3.73,50.09,57.9,94.92,94.75,124,,5.3189,ok,4.4585,57.8,297,333.44,15.56,380.12,0.0,23.9,123,13.0,2.0,0,0,0.0,0,False,False,False,173.53,100.0,WATCH,94,18.3,0,31.943,3,40.28,2,0.0,12.4418,0.8969,Weak,0.0152,8,9.3895,4,0.95,72.42,41.2,63.63636363636363,58.9,TMPV,8.6
1.0.0,20260803_120930,2026-08-03,12:09:30,2026-08-03 12:09:30.376692,VEDL,,Metals & Mining,,NSE,PASS_combined,AVOID,False,3.08,20.99,,,267.9,268.8,265.55,265.7,265.7,3594453,49.58,44.27,9.5,38.46,30.32,35.73,40.26,36.41,43.18,47.55,42.17,42.3085,False,False,0.4557,7.39,4.0,2.78,7.39,2.0,11616975,8.2,-4.43,7.22,False,0.0,2018-01-01,2026-08-03,-17.89,54.54545454545454,0.0,3.25,1.22,0.1112,68.18181818181817,16.33,30.8,0.3425,17.079,0.0014,0,0.55,2.1221,5.5589,0.0,265.7,0.0,265.70001220703125,0.075,0.62,68.18181818181817,12.4,11.12,29.55,1.38,556,3,C,35.94,27.2727,2,17,,13.1164,48.865,67.41,11,-79.98,59.09090909090909,0.5288,Weak,3,4.0006,0.0,0.6098,2,0.5288,2.0,46.925,0.4186,-47.78,0.18,-8.31,1.25,72.72727272727273,12.5,Weak,4,2,Average,2.0007,25.0,0.0,0.0453,-16.02,9.090909090909092,10.0,11.1216,limited history: 8.6y (<10y) - lower confidence,0.9267,4.0,47.55,1.63,59.09090909090909,54.3,2.0002,7,5.56,0.4633,14.77,51.86,4,1.63,1.47,40.04,41.72,24.67,54.3,113,,2.5132,ok,5.5589,55.4,308,250.93,14.77,295.25,0.0,29.5,164,12.0,2.0007,0,0,0.0,0,False,False,False,344.91,100.0,WATCH,84,15.1,0,15.599,2,23.98,1,0.0,1.291,0.7194,Weak,0.0095,7,35.871,4,0.31,13.59,43.3,77.27272727272727,61.9,VEDL,8.6
1.0.0,20260803_184902,2026-08-03,18:49:02,2026-08-03 18:49:02.050532,ADANIENSOL,,Power,,NSE,PASS_combined,BUY,True,8.91,41.74,,UPTREND,1654.3,1676.0,1635.8,1647.0,1647.0,1133844,78.64,56.16,59.47,36.17,24.2,62.84,63.43,65.23,43.46,76.73,74.17,69.873,True,True,-2.2419,53.3,3.9969,3.24,53.3,1.9969,2403948,6.9,-4.98,10.81,False,23.5,2018-01-01,2026-08-03,-22.21,27.27272727272727,0.0,40.2,2.44,0.1295,90.9090909090909,47.31,89.1,1.1538,46.336,-0.0379,0,0.1,2.2041,6.4724,0.0,1647.0,0.0,1647.0,0.225,1.55,86.36363636363636,31.0,12.95,213.21,0.54,665,10,B,30.698,90.9091,5,3,,18.5472,29.33,34.46,6,-88.43,81.81818181818183,-1.4722,Weak,2,3.9955,0.47,0.5349,1,-1.4722,2.0015,67.4,0.8081,38.87,-1.84,4.01,1.53,86.36363636363636,26.5,Strong,10,5,Strong,2.0001,38.63636363636363,0.0,-0.425,17.03,77.27272727272727,92.6,12.9454,limited history: 8.6y (<10y) - lower confidence,1.6188,3.9969,69.81,2.17,90.9090909090909,72.3,2.0015,8,6.47,0.8088,106.6,80.46,4,2.17,-4.77,16.74,51.77,71.18,79.42500000000001,149,2026-08-03,14.0259,ok,6.4724,57.0,379,1540.4,106.6,1860.21,0.0,34.1,227,8.0,2.0001,8,8,1.2,0,True,True,True,1032.13,100.0,NEW,51,7.7,2,54.215,5,47.82,3,100.0,5.3939,0.6178,Weak,0.0419,5,27.5532,3,0.47,9.07,41.4,68.18181818181817,59.1,ADANIENSOL,8.6
1.0.0,20260803_184902,2026-08-03,18:49:02,2026-08-03 18:49:02.050532,ADANIENT,,Metals & Mining,,NSE,PASS_combined,WATCH,True,8.3,44.92,,UPTREND,3025.0,3077.0,3024.5,3068.0,3068.0,891228,31.51,67.98,61.93,45.52,21.2,57.42,58.58,47.92,46.72,65.05,62.27,57.5425,True,True,-2.3168,72.0,3.9957,2.35,72.0,1.9957,1400507,9.0,-4.32,9.97,False,32.0,2018-01-01,2026-08-03,-9.47,90.9090909090909,0.0,52.5,1.71,0.0939,86.36363636363636,44.08,83.0,0.7794,44.859,-0.0249,0,1.94,1.4329,4.6936,0.0,3068.0,0.0,3068.0,0.201,1.82,90.9090909090909,36.4,9.39,288.0,0.52,726,8,B,31.053,72.7273,4,7,,9.406,25.72,30.24,9,-76.91,45.45454545454545,-1.5404,Average,5,3.9946,0.64,0.702,3,-1.5404,2.0021,49.745,1.5861,25.26,-0.98,0.83,1.74,90.9090909090909,37.0,Average,9,5,Average,2.0,95.45454545454544,0.0,-0.3005,20.83,86.36363636363636,100.0,9.3872,limited history: 8.6y (<10y) - lower confidence,0.7223,3.9957,26.0,2.31,95.45454545454544,77.0,2.0019,10,4.69,0.3608,144.0,87.87,5,2.31,-3.62,21.7,50.77,67.57,76.92500000000001,142,2026-08-03,18.4866,ok,4.6936,55.8,405,2924.0,144.0,3356.0,0.0,33.1,240,13.0,2.0,0,0,0.0,0,False,False,False,1322.57,100.0,NEW,81,11.2,2,56.275,7,53.725,4,100.0,11.8348,0.852,Weak,0.0531,4,14.6719,2,0.64,19.11,43.0,72.72727272727273,61.4,ADANIENT,8.6
1.0.0,20260803_184902,2026-08-03,18:49:02,2026-08-03 18:49:02.050532,BHEL,,Capital Goods,,NSE,PASS_combined,WATCH,False,0.31,19.68,,,409.0,414.35,406.45,411.15,411.15,5590460,63.46,41.69,61.76,43.24,28.73,48.75,53.14,61.94,34.82,54.39,58.7,54.8725,True,True,-0.5776,12.81,3.9936,3.12,12.81,1.9968,14830950,6.4,-4.62,8.28,False,19.0,2018-01-01,2026-08-03,-28.3,9.090909090909092,0.0,7.9,1.92,0.1246,54.54545454545454,1.65,3.1,0.0386,25.099,-0.0,0,1.02,2.2609,6.2313,0.0,411.15,0.0,411.1499938964844,0.009,0.06,54.54545454545454,1.2,12.46,51.24,0.49,590,7,C,26.607,63.6364,4,9,,15.4029,45.595,62.46,9,-94.1,95.45454545454544,-0.4872,Average,3,3.9944,0.38,0.5525,2,-0.4872,2.0,52.575,0.0117,30.55,1.13,2.31,1.02,54.54545454545454,1.0,Average,7,4,Average,2.0,25.0,0.0,-0.0047,6.87,54.54545454545454,67.2,12.4626,limited history: 8.6y (<10y) - lower confidence,1.5575,3.9936,63.78,1.79,72.72727272727273,59.7,1.9999,5,6.23,0.7788,25.62,60.34,3,1.79,-1.52,30.76,53.32,76.77,83.3,152,,14.9903,ok,6.2313,62.5,369,385.53,25.62,462.39,0.0,26.6,157,8.0,2.0,5,5,0.8,0,False,False,False,33.3,100.0,WATCH,59,10.0,2,58.558,6,52.5,3,100.0,2.3222,0.641,Weak,0.0012,7,32.7895,4,0.38,3.76,36.3,36.36363636363637,51.9,BHEL,8.6
1.0.0,20260803_184902,2026-08-03,18:49:02,2026-08-03 18:49:02.050532,DEEPAKNTR,,Chemicals,,NSE,PASS_combined,HOLD,False,0.0,10.26,,,1667.0,1725.0,1656.1,1713.8,1713.8,179712,55.31,45.92,73.12,55.44,7.61,41.34,51.98,67.27,12.8,49.33,53.47,50.1875,True,True,0.816,50.67,3.9966,2.96,50.67,1.9966,175807,7.6,-3.99,5.94,False,51.0,2018-01-01,2026-08-03,-13.47,72.72727272727273,0.0,68.9,4.02,0.1183,27.27272727272727,0.0,0.0,0.0,23.458,0.0,0,4.25,1.4653,5.9138,0.0,1713.8,0.0,1713.800048828125,-0.01,-0.07,45.45454545454545,0.0,11.83,202.7,1.41,517,6,C,13.311,59.0909,3,10,,13.9672,4.87,2.13,12,-75.9,40.909090909090914,0.2703,Average,5,3.9958,1.02,0.5783,3,0.2703,2.0017,50.615,0.0,5.45,3.3,3.92,0.97,45.45454545454545,0.0,Average,5,3,Average,2.0,77.27272727272727,0.0,0.0,-2.8,36.36363636363637,43.0,11.8275,limited history: 8.6y (<10y) - lower confidence,1.183,3.9966,56.03,1.49,45.45454545454545,49.7,2.0017,6,5.91,0.591,101.35,44.45,3,1.49,0.8,40.78,57.61,92.24,94.025,116,,18.4646,ok,5.9138,59.6,308,1612.45,101.35,1916.5,0.0,28.0,145,10.0,2.0,0,0,0.0,0,False,False,False,-37.33,100.0,WATCH,64,12.4,2,67.191,8,64.28,4,100.0,30.3667,0.6762,Very Weak,0.0,1,11.598,1,1.02,41.53,39.5,52.27272727272727,56.4,DEEPAKNTR,8.6
1.0.0,20260803_184902,2026-08-03,18:49:02,2026-08-03 18:49:02.050532,ETERNAL,,Consumer Services,,NSE,PASS_combined,BUY,False,1.65,24.01,,,303.5,310.9,300.05,310.5,310.5,26895685,71.98,27.53,77.26,61.01,36.55,54.04,59.98,78.97,37.49,52.51,69.41,60.4395,True,True,5.5007,10.12,3.9969,3.26,10.12,2.0,40054169,7.9,-4.16,5.38,False,33.5,2021-07-23,2026-08-03,-21.44,31.818181818181817,0.0,10.85,3.49,0.1303,63.63636363636363,8.76,16.5,0.215,34.868,0.0022,0,2.66,1.9521,6.5153,0.0,310.5,0.0,310.5,0.038,0.31,59.09090909090909,6.2,13.03,40.47,0.35,372,9,B,44.904,86.3636,5,4,,16.8967,63.29,90.03,6,-64.2,22.727272727272727,2.5184,Strong,8,3.9981,0.67,0.5317,4,2.5184,1.9985,49.755,0.3445,13.49,5.94,14.41,1.14,59.09090909090909,7.0,Average,9,5,Strong,2.0005,4.545454545454546,0.0,0.1355,21.27,90.9090909090909,100.0,13.0338,limited history: 5.0y (<10y) - lower confidence,1.1845,3.9969,70.79,1.29,27.27272727272727,43.0,1.9985,2,6.52,0.5927,20.23,33.86,1,1.29,8.21,72.76,66.51,77.38,83.725,81,,18.1362,ok,6.5153,53.2,198,290.27,20.23,350.97,0.0,33.6,125,11.0,2.0005,0,0,0.0,0,False,False,True,113.5,100.0,WATCH,49,13.2,2,78.56,10,69.135,5,100.0,16.1319,0.613,Weak,0.0111,10,19.4478,5,0.67,20.88,46.8,95.45454545454544,66.9,ETERNAL,5.0
1.0.0,20260803_184902,2026-08-03,18:49:02,2026-08-03 18:49:02.050532,HAL,,Capital Goods,,NSE,PASS_combined,HOLD,False,3.43,29.6,,,4660.4,4699.0,4647.5,4690.0,4690.0,466512,0.76,59.18,76.36,70.44,13.3,46.82,52.85,49.19,29.73,43.34,49.45,43.08,True,True,3.1896,85.13,3.989,1.82,85.13,1.9945,645666,7.9,-4.08,7.81,False,36.0,2018-04-02,2026-08-03,-12.16,81.81818181818183,0.0,51.5,1.1,0.0726,72.72727272727273,18.21,34.3,0.249,34.673,0.0052,0,0.94,1.0581,3.6305,0.0,4690.0,0.0,4690.0,0.089,0.7,72.72727272727273,14.0,7.26,340.53,0.3,676,5,C,20.164,50.0,3,12,,0.2695,16.09,18.88,9,-80.91,68.18181818181817,2.4341,Strong,10,3.9895,0.72,0.8617,5,2.4341,2.0,29.97,0.8174,7.92,3.64,6.23,1.29,77.27272727272727,14.5,Average,7,4,Average,1.9999,90.9090909090909,0.0,0.1519,1.36,45.45454545454545,53.4,7.2608,limited history: 8.3y (<10y) - lower confidence,0.605,3.989,0.0,1.91,77.27272727272727,63.7,2.0,9,3.63,0.3025,170.27,66.69,5,1.91,4.43,56.44,68.52,70.13,78.70000000000002,135,,27.078,ok,3.6305,59.2,400,4519.73,170.27,5030.53,0.0,27.4,185,12.0,1.9999,0,0,0.0,0,False,False,False,474.4,100.0,WATCH,91,13.5,2,74.827,9,73.4,5,100.0,18.1966,1.0989,Very Weak,0.0247,2,10.0833,1,0.72,23.83,40.2,59.09090909090909,57.4,HAL,8.3
1.0.0,20260803_184902,2026-08-03,18:49:02,2026-08-03 18:49:02.050532,HDFCBANK,,Financial Services,,NSE,PASS_combined,AVOID,False,0.0,7.37,,,753.05,756.85,750.05,753.0,753.0,14816484,0.0,38.43,4.29,43.67,27.78,11.34,16.78,12.86,33.85,8.42,6.81,11.4375,False,False,-1.5484,13.81,4.0109,1.83,13.81,2.0055,30153766,7.1,-3.26,2.09,True,0.0,2018-01-01,2026-08-03,-9.0,95.45454545454544,0.0,6.8,0.9,0.0734,27.27272727272727,0.0,0.0,0.0,6.843,-0.0,0,0.65,1.2282,3.668,0.0,753.0,0.0,753.0,-0.206,-1.47,13.636363636363637,0.0,7.34,55.25,0.65,120,1,E,34.903,4.5455,1,22,,0.0,53.675,79.57,8,-56.13,13.636363636363637,-1.7268,Average,4,4.0095,0.0,0.8586,2,-1.7268,2.0,19.215,0.0,-12.34,-3.54,-2.49,0.32,9.090909090909092,0.0,Very Weak,1,1,Very Weak,2.0004,56.81818181818182,0.0,-0.0,-3.9,31.818181818181817,40.2,7.3373,limited history: 8.6y (<10y) - lower confidence,1.0486,4.0109,0.78,0.64,4.545454545454546,21.3,2.0,5,3.67,0.5243,27.62,0.0,3,0.64,-3.16,23.69,41.8,35.22,54.49999999999999,43,,1.5159,ok,3.668,65.0,78,725.38,27.62,808.25,0.0,7.5,9,7.0,2.0004,0,0,0.0,0,False,False,False,-176.85,100.0,WATCH,33,27.5,0,12.116,1,23.98,1,0.0,0.4397,1.0929,Weak,0.0,6,14.9796,3,0.49,10.25,33.3,18.181818181818183,47.6,HDFCBANK,8.6
1.0.0,20260803_184902,2026-08-03,18:49:02,2026-08-03 18:49:02.050532,HINDALCO,,Metals & Mining,,NSE,PASS_combined,AVOID,False,0.0,9.82,,,990.0,994.9,981.35,994.9,994.9,5616370,9.19,46.07,51.02,74.95,24.75,35.14,44.48,46.18,33.77,30.79,40.88,35.757,True,False,6.456,20.14,4.0099,2.02,20.14,2.005,4672393,8.2,-3.91,5.26,False,30.0,2018-01-01,2026-08-03,-9.85,86.36363636363636,0.0,13.55,1.36,0.081,27.27272727272727,0.0,0.0,0.0,20.256,0.0,0,2.52,0.9182,4.0486,0.0,994.9,0.0,994.9000244140624,-0.035,-0.29,36.36363636363637,0.0,8.1,80.55,2.02,580,4,C,40.664,36.3636,2,15,,3.043,43.645,62.54,5,-61.54,18.181818181818183,2.6634,Strong,10,4.0081,0.6,0.7937,5,2.6634,2.0,27.63,0.0,6.57,3.69,-0.9,0.88,36.36363636363637,0.0,Weak,3,2,Weak,1.9998,68.18181818181817,0.0,0.0,-5.18,27.27272727272727,37.0,8.0963,limited history: 8.6y (<10y) - lower confidence,0.6231,4.0099,10.13,1.35,34.090909090909086,45.0,2.0003,6,4.05,0.3115,40.28,37.04,3,1.35,5.38,60.54,59.05,97.44,97.625,109,,16.894,ok,4.0486,59.0,342,954.62,40.28,1075.45,0.0,22.9,133,13.0,1.9998,0,0,0.0,0,False,False,False,-168.89,100.0,WATCH,105,18.1,1,54.804,5,62.985,3,50.0,26.612,0.9901,Weak,0.0,5,6.75,3,1.2,52.16,39.5,52.27272727272727,56.4,HINDALCO,8.6
1.0.0,20260803_184902,2026-08-03,18:49:02,2026-08-03 18:49:02.050532,HSCL,,Chemicals,,NSE,PASS_combined,BUY,True,0.0,12.79,,UPTREND,750.0,756.85,735.2,750.65,750.65,3223608,100.0,33.8,60.72,29.66,30.25,48.79,53.41,70.77,30.22,60.0,62.67,61.163,True,True,-0.775,31.68,3.7915,4.22,31.68,1.8957,10474351,7.0,-4.64,7.39,False,15.5,2018-01-01,2026-08-03,-17.07,59.09090909090909,0.0,21.65,2.88,0.16,27.27272727272727,0.0,0.0,0.0,24.266,-0.0,0,0.0,3.2214,7.9997,0.0,750.65,0.0,750.6500244140625,-0.003,-0.02,50.0,0.0,16.0,120.1,-0.09,539,8,B,21.12,77.2727,4,6,,19.1571,41.525,52.8,8,-79.57,54.54545454545454,-0.5924,Weak,1,3.7914,0.31,0.4213,1,-0.5924,2.0,66.9,0.0,40.57,3.16,9.48,0.99,50.0,0.0,Average,8,4,Strong,2.0,38.63636363636363,0.0,-0.0,18.34,81.81818181818183,95.9,15.9995,limited history: 8.6y (<10y) - lower confidence,1.7778,3.7915,100.0,1.59,54.54545454545454,53.0,2.0,3,8.0,0.8889,60.05,49.75,2,1.59,-2.5,26.53,56.6,88.6,91.5,138,2026-08-03,11.6322,ok,7.9997,59.2,319,690.6,60.05,870.75,0.0,29.3,158,9.0,2.0,7,7,1.3,0,False,False,False,-10.92,100.0,NEW,55,10.2,2,58.327,6,45.19,3,100.0,0.0,0.4739,Weak,0.0,8,51.6129,4,0.31,0.0,38.4,45.45454545454545,54.9,HSCL,8.6
1.0.0,20260803_184902,2026-08-03,18:49:02,2026-08-03 18:49:02.050532,INDUSINDBK,,Financial Services,,NSE,PASS_combined,AVOID,True,0.0,11.05,,UPTREND,1019.0,1028.9,1013.3,1028.9,1028.9,887544,26.72,35.75,63.76,56.97,16.55,30.83,39.02,51.29,17.44,27.57,34.85,32.9615,True,True,0.0578,24.48,4.0,2.38,24.48,2.0,2607822,8.7,-3.58,3.31,False,17.0,2018-01-01,2026-08-03,-18.01,50.0,0.0,15.6,1.52,0.0952,27.27272727272727,0.0,0.0,0.0,22.438,0.0,0,1.73,1.7761,4.7585,0.0,1028.9,0.0,1028.9000244140625,-0.141,-1.23,18.181818181818183,0.0,9.52,97.93,0.75,340,2,D,12.484,18.1818,1,19,,7.9053,23.355,30.16,5,-78.21,50.0,0.0714,Average,6,3.9991,0.34,0.6943,3,0.0714,2.0,31.235,0.0,16.0,1.19,7.31,0.48,18.181818181818183,0.0,Weak,2,1,Weak,2.0002,11.363636363636363,0.0,0.0,13.16,68.18181818181817,82.9,9.5179,limited history: 8.6y (<10y) - lower confidence,0.5289,4.0,27.6,0.92,13.636363636363637,30.7,2.0004,4,4.76,0.2644,48.96,14.27,2,0.92,0.17,38.06,58.4,95.09,96.0,84,2026-08-03,18.8639,ok,4.7585,64.1,218,979.94,48.96,1126.83,0.0,12.9,44,18.0,2.0002,0,0,0.0,0,False,False,False,-418.12,100.0,NEW,78,22.9,2,62.704,7,60.365,4,100.0,0.8926,0.8403,Very Weak,0.0,3,28.0,2,0.34,1.4,34.1,22.727272727272727,48.7,INDUSINDBK,8.6
1.0.0,20260803_184902,2026-08-03,18:49:02,2026-08-03 18:49:02.050532,IREDA,,Financial Services,,NSE,PASS_combined,AVOID,False,0.0,4.92,,,120.38,123.9,120.19,123.0,123.0,7805898,7.27,22.62,14.43,56.45,25.74,15.53,18.46,25.24,22.47,4.43,7.8,11.4895,False,False,1.824,2.44,3.995,1.99,2.44,2.0,4114626,4.2,-5.21,3.59,True,0.0,2023-11-29,2026-08-03,-20.02,40.909090909090914,0.0,3.71,3.02,0.0795,27.27272727272727,0.0,0.0,0.0,9.477,0.0,0,2.85,0.6862,3.9756,13.2,123.0,0.0,123.0,-0.746,-3.16,4.545454545454546,0.0,7.95,9.78,0.66,30,1,E,55.369,9.0909,1,21,,2.4314,47.03,68.32,4,-43.41,9.090909090909092,0.4824,Average,6,3.9956,0.0,0.8023,3,0.4824,1.9975,14.945,0.0,-5.95,1.15,-1.14,0.21,4.545454545454546,0.0,Very Weak,1,1,Very Weak,2.0,77.27272727272727,0.0,0.0,-9.83,22.727272727272727,25.4,7.9512,limited history: 2.7y (<10y) - lower confidence,2.65,3.995,8.28,0.69,9.090909090909092,23.0,1.9974,1,3.98,1.3267,4.89,2.09,1,0.69,0.96,41.47,51.49,70.17,78.72500000000001,20,,4.8261,ok,3.9756,73.3,22,118.11,4.89,132.78,0.0,13.3,4,3.0,2.0,0,0,0.0,0,False,False,False,-94.79,40.0,WATCH,4,13.3,0,29.952,2,35.44,1,0.0,13.4877,1.0038,Weak,0.0,5,4.1842,3,1.9,93.47,23.3,4.545454545454546,33.3,IREDA,2.7
